$GNRMC,072408.60,A,3600.77859,N,12919.12755,E,0.223,208.46,010620,,,A,V*0C
$GNRMC,072408.70,A,3600.77864,N,12919.12765,E,0.151,,010620,,,A,V*10
$GNGGA,072533.20,3600.77868,N,12919.13472,E,5,12,0.54,63.4,M,24.3,M,0.2,0000*5C
$GNGGA,072533.30,3600.77868,N,12919.13464,E,5,12,0.54,63.4,M,24.3,M,0.3,0000*5B
$GNGGA,072533.40,3600.77867,N,12919.13456,E,5,12,0.54,63.4,M,24.3,M,0.4,0000*55
$GNGGA,072533.50,3600.77868,N,12919.13449,E,5,12,0.54,63.4,M,24.3,M,0.5,0000*54
$GNGGA,072533.60,3600.77869,N,12919.13442,E,5,12,0.54,63.4,M,24.3,M,0.6,0000*5E
$GNGGA,072533.70,3600.77871,N,12919.13434,E,5,12,0.54,63.4,M,24.3,M,0.7,0000*56
$GNGGA,072533.80,3600.77873,N,12919.13426,E,5,12,0.54,63.4,M,24.3,M,0.8,0000*57
$GNGGA,072533.90,3600.77874,N,12919.13418,E,5,12,0.54,63.4,M,24.3,M,0.9,0000*5D
$GNGGA,072534.00,3600.77876,N,12919.13411,E,5,12,0.54,63.4,M,24.3,M,1.0,0000*50
$GNGGA,072534.10,3600.77876,N,12919.13404,E,5,12,0.54,63.4,M,24.3,M,1.1,0000*54
$GNGGA,072534.20,3600.77876,N,12919.13397,E,5,12,0.54,63.4,M,24.3,M,1.2,0000*59
$GNGGA,072534.30,3600.77876,N,12919.13391,E,5,12,0.54,63.4,M,24.3,M,1.3,0000*5F
$GNGGA,072534.40,3600.77877,N,12919.13384,E,5,12,0.54,63.4,M,24.3,M,0.4,0000*5B
$GNGGA,072534.50,3600.77877,N,12919.13378,E,5,12,0.54,63.4,M,24.3,M,0.5,0000*58
$GNGGA,072534.60,3600.77877,N,12919.13373,E,5,12,0.54,63.5,M,24.3,M,0.6,0000*52
$GNGGA,072534.70,3600.77876,N,12919.13368,E,5,12,0.54,63.5,M,24.3,M,0.7,0000*59
$GNGGA,072534.80,3600.77877,N,12919.13362,E,5,12,0.54,63.5,M,24.3,M,0.8,0000*52
$GNGGA,072534.90,3600.77877,N,12919.13355,E,5,12,0.54,63.5,M,24.3,M,0.9,0000*56
$GNGGA,072535.00,3600.77876,N,12919.13349,E,5,12,0.54,63.5,M,24.3,M,1.0,0000*5A
$GNGGA,072535.10,3600.77875,N,12919.13345,E,5,12,0.54,63.5,M,24.3,M,1.1,0000*55
$GNGGA,072535.20,3600.77876,N,12919.13340,E,5,12,0.54,63.5,M,24.3,M,1.2,0000*53
$GNGGA,072535.30,3600.77875,N,12919.13336,E,5,12,0.54,63.5,M,24.3,M,0.3,0000*50
$GNGGA,072535.40,3600.77876,N,12919.13333,E,5,12,0.54,63.5,M,24.3,M,0.4,0000*56
$GNGGA,072535.50,3600.77876,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,0.5,0000*54
$GNGGA,072535.60,3600.77876,N,12919.13330,E,5,12,0.54,63.5,M,24.3,M,0.6,0000*55
$GNGGA,072535.70,3600.77875,N,12919.13329,E,5,12,0.54,63.5,M,24.3,M,0.7,0000*5E
$GNGGA,072535.80,3600.77875,N,12919.13328,E,5,12,0.54,63.5,M,24.3,M,0.8,0000*5F
$GNGGA,072535.90,3600.77875,N,12919.13329,E,5,12,0.54,63.5,M,24.3,M,0.9,0000*5E
$GNGGA,072536.00,3600.77876,N,12919.13330,E,5,12,0.54,63.5,M,24.3,M,1.0,0000*57
$GNGGA,072536.10,3600.77876,N,12919.13330,E,5,12,0.54,63.5,M,24.3,M,1.1,0000*57
$GNGGA,072536.20,3600.77876,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,1.2,0000*56
$GNGGA,072536.30,3600.77876,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,1.3,0000*56
$GNGGA,072536.40,3600.77875,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,0.4,0000*54
$GNGGA,072536.50,3600.77874,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,0.5,0000*55
$GNGGA,072536.60,3600.77874,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,0.6,0000*55
$GNGGA,072536.70,3600.77873,N,12919.13331,E,5,12,0.54,63.5,M,24.3,M,0.7,0000*52
$GNGGA,072536.80,3600.77873,N,12919.13332,E,5,12,0.54,63.5,M,24.3,M,0.8,0000*51
$GNGGA,072536.90,3600.77873,N,12919.13333,E,5,12,0.54,63.5,M,24.3,M,0.9,0000*50
$GNGGA,072537.00,3600.77874,N,12919.13333,E,5,12,0.54,63.6,M,24.3,M,1.0,0000*54
$GNGGA,072537.10,3600.77875,N,12919.13334,E,5,12,0.54,63.6,M,24.3,M,1.1,0000*52
$GNGGA,072537.20,3600.77875,N,12919.13335,E,5,12,0.54,63.6,M,24.3,M,1.2,0000*53
$GNGGA,072537.30,3600.77875,N,12919.13336,E,5,12,0.54,63.6,M,24.3,M,0.3,0000*51
$GNGGA,072537.40,3600.77875,N,12919.13335,E,5,12,0.54,63.6,M,24.3,M,0.4,0000*52
$GNGGA,072537.50,3600.77876,N,12919.13335,E,5,12,0.54,63.6,M,24.3,M,0.5,0000*51
$GNGGA,072537.60,3600.77876,N,12919.13334,E,5,12,0.54,63.6,M,24.3,M,0.6,0000*50
$GNGGA,072537.70,3600.77877,N,12919.13333,E,5,12,0.54,63.6,M,24.3,M,0.7,0000*56
$GNGGA,072537.80,3600.77876,N,12919.13331,E,5,12,0.54,63.6,M,24.3,M,0.8,0000*55
$GNGGA,072537.90,3600.77875,N,12919.13328,E,5,12,0.54,63.6,M,24.3,M,0.9,0000*5E
$GNGGA,072538.00,3600.77873,N,12919.13325,E,5,12,0.54,63.6,M,24.3,M,1.0,0000*5B
$GNGGA,072538.10,3600.77869,N,12919.13321,E,5,12,0.54,63.6,M,24.3,M,1.1,0000*54
$GNGGA,072538.20,3600.77867,N,12919.13318,E,5,12,0.54,63.6,M,24.3,M,0.2,0000*51
$GNGGA,072538.30,3600.77864,N,12919.13314,E,5,12,0.54,63.6,M,24.3,M,0.3,0000*5E
$GNGGA,072538.40,3600.77861,N,12919.13309,E,5,12,0.54,63.6,M,24.3,M,0.4,0000*57
$GNGGA,072538.50,3600.77857,N,12919.13304,E,5,12,0.54,63.6,M,24.3,M,0.5,0000*5F
$GNGGA,072538.60,3600.77854,N,12919.13301,E,5,12,0.54,63.6,M,24.3,M,0.6,0000*59
$GNGGA,072538.70,3600.77851,N,12919.13297,E,5,12,0.54,63.6,M,24.3,M,0.7,0000*52
$GNGGA,072538.80,3600.77848,N,12919.13293,E,5,12,0.54,63.6,M,24.3,M,0.8,0000*5E
$GNGGA,072538.90,3600.77845,N,12919.13288,E,5,12,0.54,63.6,M,24.3,M,0.9,0000*59
$GNGGA,072539.00,3600.77842,N,12919.13283,E,5,12,0.54,63.6,M,24.3,M,1.0,0000*55
$GNGGA,072539.10,3600.77839,N,12919.13276,E,5,12,0.54,63.6,M,24.3,M,1.1,0000*53
$GNGGA,072539.20,3600.77837,N,12919.13270,E,5,12,0.54,63.6,M,24.3,M,0.2,0000*5A
$GNGGA,072539.30,3600.77834,N,12919.13264,E,5,12,0.54,63.6,M,24.3,M,0.3,0000*5C
$GNGGA,072539.40,3600.77831,N,12919.13258,E,5,12,0.54,63.6,M,24.3,M,0.4,0000*56
$GNGGA,072539.50,3600.77827,N,12919.13253,E,5,12,0.54,63.6,M,24.3,M,0.5,0000*5A
$GNGGA,072539.60,3600.77824,N,12919.13247,E,5,12,0.54,63.6,M,24.3,M,0.6,0000*5C
$GNGGA,072539.70,3600.77821,N,12919.13241,E,5,12,0.54,63.6,M,24.3,M,0.7,0000*5F
$GNGGA,072539.80,3600.77818,N,12919.13235,E,5,12,0.54,63.6,M,24.3,M,0.8,0000*56
$GNGGA,072539.90,3600.77815,N,12919.13229,E,5,12,0.54,63.6,M,24.3,M,0.9,0000*56
$GNGGA,072540.00,3600.77812,N,12919.13223,E,5,12,0.54,63.6,M,24.3,M,1.0,0000*54
$GNGGA,072540.10,3600.77809,N,12919.13217,E,5,12,0.54,63.6,M,24.3,M,0.1,0000*58
$GNGGA,072540.20,3600.77806,N,12919.13211,E,5,12,0.54,63.6,M,24.3,M,0.2,0000*51
$GNGGA,072540.30,3600.77802,N,12919.13204,E,5,12,0.54,63.6,M,24.3,M,0.3,0000*51
$GNGGA,072540.40,3600.77797,N,12919.13197,E,5,12,0.54,63.6,M,24.3,M,0.4,0000*5B
$GNGGA,072540.50,3600.77792,N,12919.13192,E,5,12,0.54,63.6,M,24.3,M,0.5,0000*5B
$GNGGA,072540.60,3600.77788,N,12919.13187,E,5,12,0.54,63.6,M,24.3,M,0.6,0000*54
$GNGGA,072540.70,3600.77783,N,12919.13183,E,5,12,0.54,63.6,M,24.3,M,0.7,0000*5B
$GNGGA,072540.80,3600.77778,N,12919.13178,E,5,12,0.54,63.6,M,24.3,M,0.8,0000*5B
$GNGGA,072540.90,3600.77774,N,12919.13172,E,5,12,0.54,63.6,M,24.3,M,0.9,0000*5D
$GNGGA,072541.00,3600.77770,N,12919.13166,E,5,12,0.54,63.6,M,24.3,M,1.0,0000*5C
$GNGGA,072541.10,3600.77767,N,12919.13162,E,5,12,0.54,63.6,M,24.3,M,0.1,0000*5F
$GNGGA,072541.20,3600.77764,N,12919.13157,E,5,12,0.54,63.6,M,24.3,M,0.2,0000*5A
$GNGGA,072541.30,3600.77760,N,12919.13151,E,5,12,0.54,63.6,M,24.3,M,0.3,0000*58
$GNGGA,072541.40,3600.77756,N,12919.13146,E,5,12,0.54,63.6,M,24.3,M,0.4,0000*5B
$GNGGA,072541.50,3600.77751,N,12919.13140,E,5,12,0.54,63.6,M,24.3,M,0.5,0000*5A
$GNGGA,072541.60,3600.77746,N,12919.13135,E,5,12,0.54,63.7,M,24.3,M,0.6,0000*5F
$GNGGA,072541.70,3600.77741,N,12919.13131,E,5,12,0.54,63.7,M,24.3,M,0.7,0000*5C
$GNGGA,072541.80,3600.77736,N,12919.13128,E,5,12,0.54,63.7,M,24.3,M,0.8,0000*54
$GNGGA,072541.90,3600.77730,N,12919.13124,E,5,12,0.54,63.7,M,24.3,M,0.9,0000*5E
$GNGGA,072542.00,3600.77725,N,12919.13119,E,5,12,0.54,63.7,M,24.3,M,1.0,0000*56
$GNGGA,072542.10,3600.77720,N,12919.13115,E,5,12,0.54,63.7,M,24.3,M,1.1,0000*5F
$GNGGA,072542.20,3600.77716,N,12919.13111,E,5,12,0.54,63.7,M,24.3,M,1.2,0000*5E
$GNGGA,072542.30,3600.77711,N,12919.13107,E,5,12,0.54,63.7,M,24.3,M,1.3,0000*5E
$GNGGA,072542.40,3600.77706,N,12919.13102,E,5,12,0.54,63.7,M,24.3,M,0.4,0000*5C
$GNGGA,072542.50,3600.77700,N,12919.13097,E,5,12,0.54,63.7,M,24.3,M,0.5,0000*57
$GNGGA,072542.60,3600.77694,N,12919.13093,E,5,12,0.54,63.7,M,24.3,M,0.6,0000*5F
$GNGGA,072542.70,3600.77688,N,12919.13089,E,5,12,0.54,63.7,M,24.3,M,0.7,0000*59
$GNGGA,072542.80,3600.77681,N,12919.13086,E,5,12,0.54,63.7,M,24.3,M,0.8,0000*5F
$GNGGA,072542.90,3600.77674,N,12919.13084,E,5,12,0.54,63.7,M,24.3,M,0.9,0000*57
$GNGGA,072543.00,3600.77667,N,12919.13083,E,5,12,0.54,63.7,M,24.3,M,1.0,0000*52
$GNGGA,072543.10,3600.77660,N,12919.13082,E,5,12,0.54,63.7,M,24.3,M,1.1,0000*54
$GNGGA,072543.20,3600.77654,N,12919.13080,E,5,12,0.54,63.7,M,24.3,M,1.2,0000*51
$GNGGA,072543.30,3600.77648,N,12919.13078,E,5,12,0.54,63.8,M,24.3,M,1.3,0000*54
$GNGGA,072543.40,3600.77643,N,12919.13076,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*50
$GNGGA,072543.50,3600.77637,N,12919.13073,E,5,12,0.54,63.7,M,24.3,M,0.5,0000*59
$GNGGA,072543.60,3600.77632,N,12919.13070,E,5,12,0.54,63.7,M,24.3,M,0.6,0000*5F
$GNGGA,072543.70,3600.77630,N,12919.13067,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*54
$GNGGA,072543.80,3600.77627,N,12919.13064,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*51
$GNGGA,072543.90,3600.77627,N,12919.13063,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*56
$GNGGA,072544.00,3600.77628,N,12919.13060,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*5C
$GNGGA,072544.10,3600.77629,N,12919.13056,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*58
$GNGGA,072544.20,3600.77630,N,12919.13052,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*54
$GNGGA,072544.30,3600.77631,N,12919.13047,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*50
$GNGGA,072544.40,3600.77633,N,12919.13042,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*57
$GNGGA,072544.50,3600.77634,N,12919.13036,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*53
$GNGGA,072544.60,3600.77635,N,12919.13031,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*55
$GNGGA,072544.70,3600.77636,N,12919.13026,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*50
$GNGGA,072544.80,3600.77637,N,12919.13021,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*56
$GNGGA,072544.90,3600.77638,N,12919.13016,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*5D
$GNGGA,072545.00,3600.77638,N,12919.13013,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*58
$GNGGA,072545.10,3600.77638,N,12919.13009,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*53
$GNGGA,072545.20,3600.77639,N,12919.13006,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*5D
$GNGGA,072545.30,3600.77639,N,12919.13003,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*59
$GNGGA,072545.40,3600.77640,N,12919.13001,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*55
$GNGGA,072545.50,3600.77641,N,12919.12997,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*53
$GNGGA,072545.60,3600.77643,N,12919.12995,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*53
$GNGGA,072545.70,3600.77645,N,12919.12992,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*52
$GNGGA,072545.80,3600.77646,N,12919.12991,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*52
$GNGGA,072545.90,3600.77648,N,12919.12990,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*5D
$GNGGA,072546.00,3600.77648,N,12919.12989,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*57
$GNGGA,072546.10,3600.77649,N,12919.12988,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*57
$GNGGA,072546.20,3600.77649,N,12919.12986,E,5,12,0.54,63.8,M,24.3,M,0.2,0000*58
$GNGGA,072546.30,3600.77649,N,12919.12984,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*5A
$GNGGA,072546.40,3600.77649,N,12919.12982,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*5C
$GNGGA,072546.50,3600.77649,N,12919.12980,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*5E
$GNGGA,072546.60,3600.77649,N,12919.12978,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*59
$GNGGA,072546.70,3600.77649,N,12919.12977,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*56
$GNGGA,072546.80,3600.77648,N,12919.12975,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*55
$GNGGA,072546.90,3600.77648,N,12919.12974,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*54
$GNGGA,072547.00,3600.77647,N,12919.12973,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*5C
$GNGGA,072547.10,3600.77646,N,12919.12973,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*5D
$GNGGA,072547.20,3600.77645,N,12919.12974,E,5,12,0.54,63.8,M,24.3,M,0.2,0000*58
$GNGGA,072547.30,3600.77644,N,12919.12976,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*5B
$GNGGA,072547.40,3600.77642,N,12919.12979,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*52
$GNGGA,072547.50,3600.77640,N,12919.12981,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*57
$GNGGA,072547.60,3600.77637,N,12919.12985,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*53
$GNGGA,072547.70,3600.77634,N,12919.12988,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*5D
$GNGGA,072547.80,3600.77631,N,12919.12991,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*50
$GNGGA,072547.90,3600.77628,N,12919.12993,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*5A
$GNGGA,072548.00,3600.77626,N,12919.12995,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*5C
$GNGGA,072548.10,3600.77623,N,12919.12997,E,5,12,0.54,63.8,M,24.3,M,0.1,0000*5A
$GNGGA,072548.20,3600.77621,N,12919.12999,E,5,12,0.54,63.8,M,24.3,M,0.2,0000*56
$GNGGA,072548.30,3600.77618,N,12919.12999,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*5C
$GNGGA,072548.40,3600.77616,N,12919.12999,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*52
$GNGGA,072548.50,3600.77613,N,12919.13000,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*5F
$GNGGA,072548.60,3600.77609,N,12919.13001,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*55
$GNGGA,072548.70,3600.77604,N,12919.13002,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*5B
$GNGGA,072548.80,3600.77600,N,12919.13003,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*5E
$GNGGA,072548.90,3600.77598,N,12919.13004,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*5B
$GNGGA,072549.00,3600.77597,N,12919.13005,E,5,12,0.54,63.9,M,24.3,M,1.0,0000*54
$GNGGA,072549.10,3600.77596,N,12919.13004,E,5,12,0.54,63.9,M,24.3,M,1.1,0000*54
$GNGGA,072549.20,3600.77597,N,12919.13005,E,5,12,0.54,63.8,M,24.3,M,0.2,0000*54
$GNGGA,072549.30,3600.77596,N,12919.13006,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*56
$GNGGA,072549.40,3600.77595,N,12919.13009,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*5A
$GNGGA,072549.50,3600.77593,N,12919.13012,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*56
$GNGGA,072549.60,3600.77589,N,12919.13014,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*5B
$GNGGA,072549.70,3600.77585,N,12919.13017,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*54
$GNGGA,072549.80,3600.77580,N,12919.13020,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*55
$GNGGA,072549.90,3600.77575,N,12919.13023,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*5C
$GNGGA,072550.00,3600.77570,N,12919.13027,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*54
$GNGGA,072550.10,3600.77564,N,12919.13033,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*54
$GNGGA,072550.20,3600.77559,N,12919.13038,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*51
$GNGGA,072550.30,3600.77553,N,12919.13043,E,5,12,0.54,63.8,M,24.3,M,1.3,0000*57
$GNGGA,072550.40,3600.77547,N,12919.13047,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*57
$GNGGA,072550.50,3600.77540,N,12919.13052,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*54
$GNGGA,072550.60,3600.77534,N,12919.13057,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*52
$GNGGA,072550.70,3600.77527,N,12919.13061,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*55
$GNGGA,072550.80,3600.77520,N,12919.13066,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*55
$GNGGA,072550.90,3600.77513,N,12919.13071,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*53
$GNGGA,072551.00,3600.77507,N,12919.13076,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*51
$GNGGA,072551.10,3600.77500,N,12919.13081,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*5E
$GNGGA,072551.20,3600.77494,N,12919.13087,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*54
$GNGGA,072551.30,3600.77488,N,12919.13092,E,5,12,0.54,63.8,M,24.3,M,1.3,0000*5D
$GNGGA,072551.40,3600.77482,N,12919.13099,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*5D
$GNGGA,072551.50,3600.77476,N,12919.13105,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*52
$GNGGA,072551.60,3600.77470,N,12919.13110,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*50
$GNGGA,072551.70,3600.77464,N,12919.13115,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*50
$GNGGA,072551.80,3600.77458,N,12919.13119,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*53
$GNGGA,072551.90,3600.77450,N,12919.13125,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*54
$GNGGA,072552.00,3600.77444,N,12919.13130,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*57
$GNGGA,072552.10,3600.77437,N,12919.13135,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*56
$GNGGA,072552.20,3600.77431,N,12919.13142,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*50
$GNGGA,072552.30,3600.77426,N,12919.13148,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*5D
$GNGGA,072552.40,3600.77420,N,12919.13154,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*56
$GNGGA,072552.50,3600.77415,N,12919.13161,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*56
$GNGGA,072552.60,3600.77410,N,12919.13166,E,5,12,0.54,63.8,M,24.3,M,0.6,0000*54
$GNGGA,072552.70,3600.77406,N,12919.13172,E,5,12,0.54,63.8,M,24.3,M,0.7,0000*56
$GNGGA,072552.80,3600.77400,N,12919.13177,E,5,12,0.54,63.8,M,24.3,M,0.8,0000*55
$GNGGA,072552.90,3600.77395,N,12919.13183,E,5,12,0.54,63.8,M,24.3,M,0.9,0000*55
$GNGGA,072553.00,3600.77389,N,12919.13189,E,5,12,0.54,63.8,M,24.3,M,1.0,0000*52
$GNGGA,072553.10,3600.77384,N,12919.13195,E,5,12,0.54,63.8,M,24.3,M,1.1,0000*52
$GNGGA,072553.20,3600.77379,N,12919.13202,E,5,12,0.54,63.8,M,24.3,M,1.2,0000*5D
$GNGGA,072553.30,3600.77375,N,12919.13210,E,5,12,0.54,63.8,M,24.3,M,0.3,0000*53
$GNGGA,072553.40,3600.77372,N,12919.13217,E,5,12,0.54,63.8,M,24.3,M,0.4,0000*53
$GNGGA,072553.50,3600.77370,N,12919.13223,E,5,12,0.54,63.8,M,24.3,M,0.5,0000*56
$GNGGA,072553.60,3600.77368,N,12919.13230,E,5,12,0.54,63.9,M,24.3,M,0.6,0000*5C
$GNGGA,072553.70,3600.77366,N,12919.13237,E,5,12,0.54,63.9,M,24.3,M,0.7,0000*55
$GNGGA,072553.80,3600.77365,N,12919.13243,E,5,12,0.54,63.9,M,24.3,M,0.8,0000*55
$GNGGA,072553.90,3600.77363,N,12919.13248,E,5,12,0.54,63.9,M,24.3,M,0.9,0000*58
$GNGGA,072554.00,3600.77361,N,12919.13254,E,5,12,0.54,63.9,M,24.3,M,1.0,0000*51
$GNGGA,072554.10,3600.77360,N,12919.13259,E,5,12,0.54,63.9,M,24.3,M,1.1,0000*5D
$GNGGA,072554.20,3600.77359,N,12919.13264,E,5,12,0.54,63.9,M,24.3,M,0.2,0000*58
$GNGGA,072554.30,3600.77359,N,12919.13268,E,5,12,0.54,63.9,M,24.3,M,0.3,0000*54
$GNGGA,072554.40,3600.77359,N,12919.13272,E,5,12,0.54,63.9,M,24.3,M,0.4,0000*5F
$GNGGA,072554.50,3600.77359,N,12919.13274,E,5,12,0.54,63.9,M,24.3,M,0.5,0000*59
$GNGGA,072554.60,3600.77359,N,12919.13276,E,5,12,0.54,63.9,M,24.3,M,0.6,0000*5B
$GNGGA,072554.70,3600.77359,N,12919.13277,E,5,12,0.54,63.9,M,24.3,M,0.7,0000*5A
$GNGGA,072554.80,3600.77360,N,12919.13278,E,5,12,0.54,63.9,M,24.3,M,0.8,0000*5F
$GNGGA,072554.90,3600.77361,N,12919.13278,E,5,12,0.54,63.9,M,24.3,M,0.9,0000*5E
$GNGGA,072555.00,3600.77361,N,12919.13278,E,5,12,0.54,63.9,M,24.3,M,1.0,0000*5E
$GNGGA,072555.10,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,1.1,0000*5C
$GNGGA,072555.20,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,1.2,0000*5C
$GNGGA,072555.30,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.3,0000*5D
$GNGGA,072555.40,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.4,0000*5D
$GNGGA,072555.50,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.5,0000*5D
$GNGGA,072555.60,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.6,0000*5D
$GNGGA,072555.70,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.7,0000*5D
$GNGGA,072555.80,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.8,0000*5D
$GNGGA,072555.90,3600.77362,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.9,0000*5B
$GNGGA,072556.00,3600.77362,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,1.0,0000*59
$GNGGA,072556.10,3600.77361,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.1,0000*5B
$GNGGA,072556.20,3600.77361,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.2,0000*5B
$GNGGA,072556.30,3600.77361,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.3,0000*5B
$GNGGA,072556.40,3600.77361,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.4,0000*5B
$GNGGA,072556.50,3600.77362,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.5,0000*58
$GNGGA,072556.60,3600.77362,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,0.6,0000*58
$GNGGA,072556.70,3600.77362,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.7,0000*5E
$GNGGA,072556.80,3600.77363,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.8,0000*5F
$GNGGA,072556.90,3600.77363,N,12919.13279,E,5,12,0.54,63.9,M,24.3,M,0.9,0000*5F
$GNGGA,072557.00,3600.77364,N,12919.13280,E,5,12,0.54,63.9,M,24.3,M,1.0,0000*5E
$GNGGA,072557.10,3600.77366,N,12919.13282,E,5,12,0.54,63.9,M,24.3,M,1.1,0000*5E
$GNGGA,072557.20,3600.77368,N,12919.13284,E,5,12,0.54,63.9,M,24.3,M,0.2,0000*57
$GNGGA,072557.30,3600.77370,N,12919.13288,E,5,12,0.54,63.9,M,24.3,M,0.3,0000*52
